num_nodes,num_colors,edge_prob,num_samples,Algorithm,SHD,CHD,CSHD
6,3,0.8,1000,MCMC,4,0,7
6,3,0.8,500,MCMC,1,2,6
6,3,0.8,100,MCMC,0,1,5
6,2,0.8,1000,MCMC,14,2,19
6,2,0.8,500,MCMC,0,3,10
6,2,0.8,100,MCMC,10,1,15
6,3,0.6,1000,MCMC,4,1,6
6,3,0.6,500,MCMC,1,0,4
6,3,0.6,100,MCMC,3,1,5
6,2,0.6,1000,MCMC,2,0,6
6,2,0.6,500,MCMC,5,0,7
6,2,0.6,100,MCMC,4,0,7
6,3,0.4,1000,MCMC,3,1,3
6,3,0.4,500,MCMC,4,1,4
6,3,0.4,100,MCMC,3,2,3
6,2,0.4,1000,MCMC,2,0,5
6,2,0.4,500,MCMC,3,0,4
6,2,0.4,100,MCMC,3,0,5
6,3,0.2,1000,MCMC,2,2,3
6,3,0.2,500,MCMC,2,1,2
6,3,0.2,100,MCMC,7,3,8
6,2,0.2,1000,MCMC,2,0,2
6,2,0.2,500,MCMC,0,0,2
6,2,0.2,100,MCMC,2,0,2
4,2,0.8,1000,MCMC,0,0,1
4,2,0.8,500,MCMC,0,0,0
4,2,0.8,100,MCMC,2,0,2
4,2,0.8,1000,MCMC,0,0,0
4,2,0.8,500,MCMC,0,0,0
4,2,0.8,100,MCMC,0,1,1
4,2,0.6,1000,MCMC,1,0,1
4,2,0.6,500,MCMC,0,0,0
4,2,0.6,100,MCMC,0,0,1
4,2,0.6,1000,MCMC,0,0,0
4,2,0.6,500,MCMC,0,0,0
4,2,0.6,100,MCMC,4,2,4
4,2,0.4,1000,MCMC,0,0,0
4,2,0.4,500,MCMC,0,0,0
4,2,0.4,100,MCMC,2,0,2
4,2,0.4,1000,MCMC,0,0,0
4,2,0.4,500,MCMC,0,0,0
4,2,0.4,100,MCMC,0,0,0
4,2,0.2,1000,MCMC,0,0,0
4,2,0.2,500,MCMC,0,0,0
4,2,0.2,100,MCMC,1,0,1
4,2,0.2,1000,MCMC,0,0,0
4,2,0.2,500,MCMC,0,0,0
4,2,0.2,100,MCMC,0,0,0
